index, x, y, layer, weight, rho, delta, nh, isSeed, clusterId
46, -72.950, 83.150, 0, 1.000, 0.000,     0, 0, 0, 0
47, -97.060, -5.180, 0, 1.000, 0.000,     0, 0, 0, 0
48, -161.150, 104.190, 0, 1.000, 0.000,     0, 0, 0, 0
49, -10.020, 9.480, 0, 1.000, 0.000,     0, 0, 0, 0
50, -126.790, 62.310, 0, 1.000, 0.000,     0, 0, 0, 0
51, -43.890, -59.220, 0, 1.000, 0.000,     0, 0, 0, 0
52, -98.460, -5.840, 0, 1.000, 0.000,     0, 0, 0, 0
53, -73.140, -15.790, 0, 1.000, 0.000,     0, 0, 0, 0
54, 160.670, -86.580, 0, 1.000, 0.000,     0, 0, 0, 0
55, -55.900, -57.920, 0, 1.000, 0.000,     0, 0, 0, 0
56, -96.790, 15.950, 0, 1.000, 0.000,     0, 0, 0, 0
57, 25.750, 34.990, 0, 1.000, 0.000,     0, 0, 0, 0
58, -160.730, 101.170, 0, 1.000, 0.000,     0, 0, 0, 0
59, -82.120, 112.960, 0, 1.000, 0.000,     0, 0, 0, 0
60, 183.960, -153.180, 0, 1.000, 0.000,     0, 0, 0, 0
61, -44.710, 71.940, 0, 1.000, 0.000,     0, 0, 0, 0
62, -59.660, 92.900, 0, 1.000, 0.000,     0, 0, 0, 0
63, -60.870, 94.890, 0, 1.000, 0.000,     0, 0, 0, 0
64, -97.490, 2.790, 0, 1.000, 0.000,     0, 0, 0, 0
65, -18.160, 29.480, 0, 1.000, 0.000,     0, 0, 0, 0
66, -43.310, -56.360, 0, 1.000, 0.000,     0, 0, 0, 0
67, -49.270, 74.550, 0, 1.000, 0.000,     0, 0, 0, 0
68, 166.780, -105.160, 0, 1.000, 0.000,     0, 0, 0, 0
69, -76.400, 114.460, 0, 1.000, 0.000,     0, 0, 0, 0
70, -85.100, 126.030, 0, 1.000, 0.000,     0, 0, 0, 0
71, 131.020, -77.860, 0, 1.000, 0.000,     0, 0, 0, 0
72, -74.890, -41.020, 0, 1.000, 0.000,     0, 0, 0, 0
73, -72.810, 116.090, 0, 1.000, 0.000,     0, 0, 0, 0
74, -1.310, 17.280, 0, 1.000, 0.000,     0, 0, 0, 0
75, -108.140, 40.380, 0, 1.000, 0.000,     0, 0, 0, 0
76, 167.100, -125.660, 0, 1.000, 0.000,     0, 0, 0, 0
77, -139.620, 40.720, 0, 1.000, 0.000,     0, 0, 0, 0
78, -87.890, 103.520, 0, 1.000, 0.000,     0, 0, 0, 0
79, -93.730, 125.530, 0, 1.000, 0.000,     0, 0, 0, 0
80, 116.970, -82.760, 0, 1.000, 0.000,     0, 0, 0, 0
81, -103.690, 36.700, 0, 1.000, 0.000,     0, 0, 0, 0
82, -34.760, 51.540, 0, 1.000, 0.000,     0, 0, 0, 0
83, -157.480, 102.050, 0, 1.000, 0.000,     0, 0, 0, 0
84, -76.090, 130.530, 0, 1.000, 0.000,     0, 0, 0, 0
85, -124.540, 47.150, 0, 1.000, 0.000,     0, 0, 0, 0
86, -122.470, 148.290, 0, 1.000, 0.000,     0, 0, 0, 0
87, -16.910, 25.950, 0, 1.000, 0.000,     0, 0, 0, 0
88, 14.110, -3.900, 0, 1.000, 0.000,     0, 0, 0, 0
89, -77.910, 132.600, 0, 1.000, 0.000,     0, 0, 0, 0
90, -104.540, 26.510, 0, 1.000, 0.000,     0, 0, 0, 0
91, -128.340, 51.190, 0, 1.000, 0.000,     0, 0, 0, 0
92, -87.810, -35.030, 0, 1.000, 0.000,     0, 0, 0, 0
93, -97.020, 24.480, 0, 1.000, 0.000,     0, 0, 0, 0
94, -61.970, 62.990, 0, 1.000, 0.000,     0, 0, 0, 0
95, -124.680, 45.170, 0, 1.000, 0.000,     0, 0, 0, 0
96, -74.240, -36.150, 0, 1.000, 0.000,     0, 0, 0, 0
97, -46.190, -55.460, 0, 1.000, 0.000,     0, 0, 0, 0
98, -36.850, -79.690, 0, 1.000, 0.000,     0, 0, 0, 0
99, 169.160, -143.030, 0, 1.000, 0.000,     0, 0, 0, 0
100, 228.740, -219.730, 0, 1.000, 0.000,     0, 0, 0, 0
101, 185.290, -149.620, 0, 1.000, 0.000,     0, 0, 0, 0
102, -68.050, 122.340, 0, 1.000, 0.000,     0, 0, 0, 0
103, -59.420, 71.080, 0, 1.000, 0.000,     0, 0, 0, 0
104, -98.720, 16.770, 0, 1.000, 0.000,     0, 0, 0, 0
105, 150.800, -101.800, 0, 1.000, 0.000,     0, 0, 0, 0
106, -47.720, 14.190, 0, 1.000, 0.000,     0, 0, 0, 0
107, 144.470, -145.540, 0, 1.000, 0.000,     0, 0, 0, 0
108, 120.150, -73.050, 0, 1.000, 0.000,     0, 0, 0, 0
109, -49.200, -35.190, 0, 1.000, 0.000,     0, 0, 0, 0
110, 150.670, -123.450, 0, 1.000, 0.000,     0, 0, 0, 0
111, -97.930, -13.040, 0, 1.000, 0.000,     0, 0, 0, 0
112, -141.250, 43.200, 0, 1.000, 0.000,     0, 0, 0, 0
113, 183.990, -177.340, 0, 1.000, 0.000,     0, 0, 0, 0
114, -111.710, 5.110, 0, 1.000, 0.000,     0, 0, 0, 0
115, 179.220, -158.960, 0, 1.000, 0.000,     0, 0, 0, 0
116, -12.240, 10.120, 0, 1.000, 0.000,     0, 0, 0, 0
117, -130.710, 24.610, 0, 1.000, 0.000,     0, 0, 0, 0
118, -76.860, -7.560, 0, 1.000, 0.000,     0, 0, 0, 0
119, 183.850, -174.740, 0, 1.000, 0.000,     0, 0, 0, 0
120, 160.240, -155.400, 0, 1.000, 0.000,     0, 0, 0, 0
121, -58.710, -40.540, 0, 1.000, 0.000,     0, 0, 0, 0
122, -14.380, 20.900, 0, 1.000, 0.000,     0, 0, 0, 0
123, -44.380, 63.830, 0, 1.000, 0.000,     0, 0, 0, 0
124, -66.110, 73.250, 0, 1.000, 0.000,     0, 0, 0, 0
125, 150.050, -106.240, 0, 1.000, 0.000,     0, 0, 0, 0
126, -86.700, 127.130, 0, 1.000, 0.000,     0, 0, 0, 0
127, 105.500, -22.270, 0, 1.000, 0.000,     0, 0, 0, 0
128, -101.800, 11.900, 0, 1.000, 0.000,     0, 0, 0, 0
129, -0.830, 1.320, 0, 1.000, 0.000,     0, 0, 0, 0
130, -30.170, -79.350, 0, 1.000, 0.000,     0, 0, 0, 0
131, -29.770, -94.970, 0, 1.000, 0.000,     0, 0, 0, 0
132, -107.180, -15.560, 0, 1.000, 0.000,     0, 0, 0, 0
133, -85.730, -17.010, 0, 1.000, 0.000,     0, 0, 0, 0
134, -130.410, 147.720, 0, 1.000, 0.000,     0, 0, 0, 0
135, -99.070, 8.360, 0, 1.000, 0.000,     0, 0, 0, 0
136, 86.950, -63.580, 0, 1.000, 0.000,     0, 0, 0, 0
137, -12.830, 34.260, 0, 1.000, 0.000,     0, 0, 0, 0
138, -92.920, -21.730, 0, 1.000, 0.000,     0, 0, 0, 0
139, -119.210, 186.610, 0, 1.000, 0.000,     0, 0, 0, 0
140, -94.480, 132.100, 0, 1.000, 0.000,     0, 0, 0, 0
141, -36.140, 47.110, 0, 1.000, 0.000,     0, 0, 0, 0
142, 182.350, -177.360, 0, 1.000, 0.000,     0, 0, 0, 0
143, -109.710, 139.460, 0, 1.000, 0.000,     0, 0, 0, 0
144, -107.600, 133.150, 0, 1.000, 0.000,     0, 0, 0, 0
145, 158.450, -110.850, 0, 1.000, 0.000,     0, 0, 0, 0
146, 90.990, -62.620, 0, 1.000, 0.000,     0, 0, 0, 0
147, -105.490, 158.090, 0, 1.000, 0.000,     0, 0, 0, 0
148, -155.520, 61.000, 0, 1.000, 0.000,     0, 0, 0, 0
149, -77.930, 1.490, 0, 1.000, 0.000,     0, 0, 0, 0
150, -99.930, 6.740, 0, 1.000, 0.000,     0, 0, 0, 0
151, 169.570, -139.320, 0, 1.000, 0.000,     0, 0, 0, 0
152, -106.760, 21.350, 0, 1.000, 0.000,     0, 0, 0, 0
153, -55.620, -71.690, 0, 1.000, 0.000,     0, 0, 0, 0
154, 82.450, -27.430, 0, 1.000, 0.000,     0, 0, 0, 0
155, -42.530, 82.430, 0, 1.000, 0.000,     0, 0, 0, 0
156, -40.950, -84.870, 0, 1.000, 0.000,     0, 0, 0, 0
157, -34.290, 76.040, 0, 1.000, 0.000,     0, 0, 0, 0
158, -43.750, 53.260, 0, 1.000, 0.000,     0, 0, 0, 0
159, 150.870, -113.220, 0, 1.000, 0.000,     0, 0, 0, 0
160, -72.530, 103.680, 0, 1.000, 0.000,     0, 0, 0, 0
161, 23.730, -35.670, 0, 1.000, 0.000,     0, 0, 0, 0
162, -52.430, -32.810, 0, 1.000, 0.000,     0, 0, 0, 0
163, -87.680, -15.570, 0, 1.000, 0.000,     0, 0, 0, 0
164, 103.520, -61.730, 0, 1.000, 0.000,     0, 0, 0, 0
165, 161.090, -154.050, 0, 1.000, 0.000,     0, 0, 0, 0
166, -7.480, -2.540, 0, 1.000, 0.000,     0, 0, 0, 0
167, -2.310, -137.180, 0, 1.000, 0.000,     0, 0, 0, 0
168, -70.730, 115.210, 0, 1.000, 0.000,     0, 0, 0, 0
169, 191.450, -166.440, 0, 1.000, 0.000,     0, 0, 0, 0
170, 200.980, -155.110, 0, 1.000, 0.000,     0, 0, 0, 0
171, 71.530, -5.940, 0, 1.000, 0.000,     0, 0, 0, 0
172, 132.760, -104.130, 0, 1.000, 0.000,     0, 0, 0, 0
173, 194.810, -189.400, 0, 1.000, 0.000,     0, 0, 0, 0
174, -101.160, 137.530, 0, 1.000, 0.000,     0, 0, 0, 0
175, -35.850, -102.920, 0, 1.000, 0.000,     0, 0, 0, 0
176, 123.740, -74.820, 0, 1.000, 0.000,     0, 0, 0, 0
177, 43.310, 53.830, 0, 1.000, 0.000,     0, 0, 0, 0
178, -104.280, 115.560, 0, 1.000, 0.000,     0, 0, 0, 0
179, 135.970, -88.580, 0, 1.000, 0.000,     0, 0, 0, 0
180, -78.340, -19.300, 0, 1.000, 0.000,     0, 0, 0, 0
181, 196.290, -161.090, 0, 1.000, 0.000,     0, 0, 0, 0
182, 165.150, -146.080, 0, 1.000, 0.000,     0, 0, 0, 0
183, 153.430, -138.480, 0, 1.000, 0.000,     0, 0, 0, 0
184, -61.840, -68.620, 0, 1.000, 0.000,     0, 0, 0, 0
185, -67.680, 91.940, 0, 1.000, 0.000,     0, 0, 0, 0
186, -1.600, -129.200, 0, 1.000, 0.000,     0, 0, 0, 0
187, 105.530, -45.280, 0, 1.000, 0.000,     0, 0, 0, 0
188, -96.900, 107.960, 0, 1.000, 0.000,     0, 0, 0, 0
189, 87.980, -3.820, 0, 1.000, 0.000,     0, 0, 0, 0
190, 123.170, -88.320, 0, 1.000, 0.000,     0, 0, 0, 0
191, 116.590, -93.140, 0, 1.000, 0.000,     0, 0, 0, 0
192, -96.110, 135.700, 0, 1.000, 0.000,     0, 0, 0, 0
193, -100.890, 108.220, 0, 1.000, 0.000,     0, 0, 0, 0
194, -98.050, -3.290, 0, 1.000, 0.000,     0, 0, 0, 0
195, -68.000, -74.750, 0, 1.000, 0.000,     0, 0, 0, 0
196, -13.030, -77.270, 0, 1.000, 0.000,     0, 0, 0, 0
197, -98.140, -16.140, 0, 1.000, 0.000,     0, 0, 0, 0
198, -69.930, 89.410, 0, 1.000, 0.000,     0, 0, 0, 0
199, 111.240, -88.920, 0, 1.000, 0.000,     0, 0, 0, 0
200, -73.400, -31.430, 0, 1.000, 0.000,     0, 0, 0, 0
201, 167.180, -144.110, 0, 1.000, 0.000,     0, 0, 0, 0
202, -112.840, 147.990, 0, 1.000, 0.000,     0, 0, 0, 0
203, -156.690, 65.570, 0, 1.000, 0.000,     0, 0, 0, 0
204, 107.560, -90.690, 0, 1.000, 0.000,     0, 0, 0, 0
205, 128.650, -87.660, 0, 1.000, 0.000,     0, 0, 0, 0
206, -11.530, -112.070, 0, 1.000, 0.000,     0, 0, 0, 0
207, -90.010, 120.170, 0, 1.000, 0.000,     0, 0, 0, 0
208, 99.220, -52.420, 0, 1.000, 0.000,     0, 0, 0, 0
209, -110.730, 123.560, 0, 1.000, 0.000,     0, 0, 0, 0
210, -11.680, -82.840, 0, 1.000, 0.000,     0, 0, 0, 0
211, -9.500, 2.290, 0, 1.000, 0.000,     0, 0, 0, 0
212, 118.010, -59.340, 0, 1.000, 0.000,     0, 0, 0, 0
213, -97.360, 99.070, 0, 1.000, 0.000,     0, 0, 0, 0
214, 169.390, -136.180, 0, 1.000, 0.000,     0, 0, 0, 0
215, -131.640, 169.640, 0, 1.000, 0.000,     0, 0, 0, 0
216, 135.930, -113.760, 0, 1.000, 0.000,     0, 0, 0, 0
217, -22.600, -124.180, 0, 1.000, 0.000,     0, 0, 0, 0
218, -55.540, -54.640, 0, 1.000, 0.000,     0, 0, 0, 0
219, -41.480, 59.740, 0, 1.000, 0.000,     0, 0, 0, 0
220, -18.600, -90.090, 0, 1.000, 0.000,     0, 0, 0, 0
221, 169.610, -159.940, 0, 1.000, 0.000,     0, 0, 0, 0
222, -143.550, 51.670, 0, 1.000, 0.000,     0, 0, 0, 0
223, 136.610, -57.860, 0, 1.000, 0.000,     0, 0, 0, 0
224, -53.180, 66.790, 0, 1.000, 0.000,     0, 0, 0, 0
225, -76.960, 113.810, 0, 1.000, 0.000,     0, 0, 0, 0
226, -41.430, 78.100, 0, 1.000, 0.000,     0, 0, 0, 0
227, 96.360, -44.580, 0, 1.000, 0.000,     0, 0, 0, 0
228, -172.040, 96.520, 0, 1.000, 0.000,     0, 0, 0, 0
229, -93.900, 31.420, 0, 1.000, 0.000,     0, 0, 0, 0
230, 0.570, 0.080, 0, 1.000, 0.000,     0, 0, 0, 0
231, 122.890, -73.610, 0, 1.000, 0.000,     0, 0, 0, 0
232, -116.600, 150.560, 0, 1.000, 0.000,     0, 0, 0, 0
233, -43.940, 51.920, 0, 1.000, 0.000,     0, 0, 0, 0
234, -69.340, -40.850, 0, 1.000, 0.000,     0, 0, 0, 0
235, 130.700, -79.870, 0, 1.000, 0.000,     0, 0, 0, 0
236, -52.840, 85.890, 0, 1.000, 0.000,     0, 0, 0, 0
237, -111.370, 71.510, 0, 1.000, 0.000,     0, 0, 0, 0
238, -91.000, 110.310, 0, 1.000, 0.000,     0, 0, 0, 0
239, -86.020, 121.200, 0, 1.000, 0.000,     0, 0, 0, 0
240, -34.400, 50.050, 0, 1.000, 0.000,     0, 0, 0, 0
241, -122.810, 41.730, 0, 1.000, 0.000,     0, 0, 0, 0
242, -13.560, 20.120, 0, 1.000, 0.000,     0, 0, 0, 0
243, -104.280, 30.970, 0, 1.000, 0.000,     0, 0, 0, 0
244, -111.990, 162.240, 0, 1.000, 0.000,     0, 0, 0, 0
245, -83.000, 111.910, 0, 1.000, 0.000,     0, 0, 0, 0
246, -89.190, -17.590, 0, 1.000, 0.000,     0, 0, 0, 0
247, -27.620, -102.040, 0, 1.000, 0.000,     0, 0, 0, 0
248, -44.240, -67.950, 0, 1.000, 0.000,     0, 0, 0, 0
249, 196.560, -163.330, 0, 1.000, 0.000,     0, 0, 0, 0
250, -112.020, 2.440, 0, 1.000, 0.000,     0, 0, 0, 0
251, 174.820, -161.840, 0, 1.000, 0.000,     0, 0, 0, 0
252, -122.960, 53.640, 0, 1.000, 0.000,     0, 0, 0, 0
253, -157.200, 68.300, 0, 1.000, 0.000,     0, 0, 0, 0
254, -64.490, 56.670, 0, 1.000, 0.000,     0, 0, 0, 0
255, -20.420, 22.190, 0, 1.000, 0.000,     0, 0, 0, 0
256, 107.100, -72.750, 0, 1.000, 0.000,     0, 0, 0, 0
257, -98.890, 6.470, 0, 1.000, 0.000,     0, 0, 0, 0
258, 111.290, -87.370, 0, 1.000, 0.000,     0, 0, 0, 0
259, -182.070, 114.450, 0, 1.000, 0.000,     0, 0, 0, 0
260, -112.330, 30.380, 0, 1.000, 0.000,     0, 0, 0, 0
261, -83.240, 138.860, 0, 1.000, 0.000,     0, 0, 0, 0
262, -42.450, -72.040, 0, 1.000, 0.000,     0, 0, 0, 0
263, 159.400, -104.100, 0, 1.000, 0.000,     0, 0, 0, 0
264, -100.320, 136.130, 0, 1.000, 0.000,     0, 0, 0, 0
265, -13.280, -146.460, 0, 1.000, 0.000,     0, 0, 0, 0
266, -16.170, -86.150, 0, 1.000, 0.000,     0, 0, 0, 0
267, 121.720, -80.220, 0, 1.000, 0.000,     0, 0, 0, 0
268, -92.590, 106.120, 0, 1.000, 0.000,     0, 0, 0, 0
269, -111.740, 177.710, 0, 1.000, 0.000,     0, 0, 0, 0
270, 122.230, -63.030, 0, 1.000, 0.000,     0, 0, 0, 0
271, -82.710, 89.980, 0, 1.000, 0.000,     0, 0, 0, 0
272, -66.160, -1.400, 0, 1.000, 0.000,     0, 0, 0, 0
273, -98.870, 126.970, 0, 1.000, 0.000,     0, 0, 0, 0
274, -131.840, 167.590, 0, 1.000, 0.000,     0, 0, 0, 0
275, -96.970, -10.620, 0, 1.000, 0.000,     0, 0, 0, 0
276, 181.540, -144.650, 0, 1.000, 0.000,     0, 0, 0, 0
277, -61.030, 94.440, 0, 1.000, 0.000,     0, 0, 0, 0
278, -29.170, 55.730, 0, 1.000, 0.000,     0, 0, 0, 0
279, -53.710, -81.380, 0, 1.000, 0.000,     0, 0, 0, 0
280, 115.470, -63.380, 0, 1.000, 0.000,     0, 0, 0, 0
281, -34.450, -81.400, 0, 1.000, 0.000,     0, 0, 0, 0
282, 107.590, -58.000, 0, 1.000, 0.000,     0, 0, 0, 0
283, -28.160, -87.080, 0, 1.000, 0.000,     0, 0, 0, 0
284, 128.650, -98.740, 0, 1.000, 0.000,     0, 0, 0, 0
285, -116.680, 45.890, 0, 1.000, 0.000,     0, 0, 0, 0
286, -50.520, 47.210, 0, 1.000, 0.000,     0, 0, 0, 0
287, -142.110, 65.600, 0, 1.000, 0.000,     0, 0, 0, 0
288, -13.070, 15.060, 0, 1.000, 0.000,     0, 0, 0, 0
289, 134.530, -106.740, 0, 1.000, 0.000,     0, 0, 0, 0
290, 169.580, -115.970, 0, 1.000, 0.000,     0, 0, 0, 0
291, -49.810, 76.500, 0, 1.000, 0.000,     0, 0, 0, 0
292, -95.970, 117.570, 0, 1.000, 0.000,     0, 0, 0, 0
293, -204.520, 134.430, 0, 1.000, 0.000,     0, 0, 0, 0
294, -79.170, 88.830, 0, 1.000, 0.000,     0, 0, 0, 0
295, 152.200, -132.190, 0, 1.000, 0.000,     0, 0, 0, 0
296, 10.340, -20.980, 0, 1.000, 0.000,     0, 0, 0, 0
297, -52.920, -63.720, 0, 1.000, 0.000,     0, 0, 0, 0
298, 152.410, -123.180, 0, 1.000, 0.000,     0, 0, 0, 0
299, -4.210, -5.670, 0, 1.000, 0.000,     0, 0, 0, 0
300, -87.090, -1.370, 0, 1.000, 0.000,     0, 0, 0, 0
301, -7.640, -145.590, 0, 1.000, 0.000,     0, 0, 0, 0
302, -105.760, 27.590, 0, 1.000, 0.000,     0, 0, 0, 0
303, -64.980, -45.490, 0, 1.000, 0.000,     0, 0, 0, 0
304, 123.820, -73.610, 0, 1.000, 0.000,     0, 0, 0, 0
305, -92.790, 105.030, 0, 1.000, 0.000,     0, 0, 0, 0
306, 138.230, -120.050, 0, 1.000, 0.000,     0, 0, 0, 0
307, -87.700, 97.690, 0, 1.000, 0.000,     0, 0, 0, 0
308, -91.910, 9.040, 0, 1.000, 0.000,     0, 0, 0, 0
309, -73.850, -33.940, 0, 1.000, 0.000,     0, 0, 0, 0
310, -121.180, 34.390, 0, 1.000, 0.000,     0, 0, 0, 0
311, -97.800, 17.150, 0, 1.000, 0.000,     0, 0, 0, 0
312, -66.120, -44.960, 0, 1.000, 0.000,     0, 0, 0, 0
313, -51.530, -41.860, 0, 1.000, 0.000,     0, 0, 0, 0
314, -161.710, 72.630, 0, 1.000, 0.000,     0, 0, 0, 0
315, -102.790, 4.480, 0, 1.000, 0.000,     0, 0, 0, 0
316, -73.210, -27.550, 0, 1.000, 0.000,     0, 0, 0, 0
317, -80.250, 116.600, 0, 1.000, 0.000,     0, 0, 0, 0
318, -87.290, 4.580, 0, 1.000, 0.000,     0, 0, 0, 0
319, 48.370, -29.290, 0, 1.000, 0.000,     0, 0, 0, 0
320, -83.280, -18.250, 0, 1.000, 0.000,     0, 0, 0, 0
321, 159.490, -142.830, 0, 1.000, 0.000,     0, 0, 0, 0
322, 184.870, -141.480, 0, 1.000, 0.000,     0, 0, 0, 0
323, -103.990, -10.870, 0, 1.000, 0.000,     0, 0, 0, 0
324, -37.690, 54.060, 0, 1.000, 0.000,     0, 0, 0, 0
325, 141.770, -104.390, 0, 1.000, 0.000,     0, 0, 0, 0
326, -78.680, 107.560, 0, 1.000, 0.000,     0, 0, 0, 0
327, 133.270, -100.190, 0, 1.000, 0.000,     0, 0, 0, 0
328, -98.760, 31.110, 0, 1.000, 0.000,     0, 0, 0, 0
329, -92.530, -10.900, 0, 1.000, 0.000,     0, 0, 0, 0
330, -39.230, 72.610, 0, 1.000, 0.000,     0, 0, 0, 0
331, -109.200, 151.920, 0, 1.000, 0.000,     0, 0, 0, 0
332, 110.960, -59.640, 0, 1.000, 0.000,     0, 0, 0, 0
333, -70.160, -44.340, 0, 1.000, 0.000,     0, 0, 0, 0
334, -20.620, 39.230, 0, 1.000, 0.000,     0, 0, 0, 0
335, -78.280, 112.460, 0, 1.000, 0.000,     0, 0, 0, 0
336, -68.870, 4.100, 0, 1.000, 0.000,     0, 0, 0, 0
337, -46.760, 45.510, 0, 1.000, 0.000,     0, 0, 0, 0
338, -38.080, -45.510, 0, 1.000, 0.000,     0, 0, 0, 0
339, -90.230, 135.380, 0, 1.000, 0.000,     0, 0, 0, 0
340, 104.880, -59.100, 0, 1.000, 0.000,     0, 0, 0, 0
341, 181.240, -166.280, 0, 1.000, 0.000,     0, 0, 0, 0
342, -45.690, 79.500, 0, 1.000, 0.000,     0, 0, 0, 0
343, 137.570, -104.610, 0, 1.000, 0.000,     0, 0, 0, 0
344, -84.510, 105.990, 0, 1.000, 0.000,     0, 0, 0, 0
345, 147.700, -95.770, 0, 1.000, 0.000,     0, 0, 0, 0
346, 220.180, -191.470, 0, 1.000, 0.000,     0, 0, 0, 0
347, -120.490, 138.750, 0, 1.000, 0.000,     0, 0, 0, 0
348, 122.300, -83.360, 0, 1.000, 0.000,     0, 0, 0, 0
349, 129.860, -102.860, 0, 1.000, 0.000,     0, 0, 0, 0
350, -127.890, 30.700, 0, 1.000, 0.000,     0, 0, 0, 0
351, -71.550, 71.000, 0, 1.000, 0.000,     0, 0, 0, 0
352, -67.270, 88.310, 0, 1.000, 0.000,     0, 0, 0, 0
353, 112.300, -75.990, 0, 1.000, 0.000,     0, 0, 0, 0
354, -26.050, 33.520, 0, 1.000, 0.000,     0, 0, 0, 0
355, -16.380, -62.490, 0, 1.000, 0.000,     0, 0, 0, 0
356, 138.050, -97.240, 0, 1.000, 0.000,     0, 0, 0, 0
357, -56.550, -49.160, 0, 1.000, 0.000,     0, 0, 0, 0
358, -37.380, 78.890, 0, 1.000, 0.000,     0, 0, 0, 0
359, -39.680, 93.560, 0, 1.000, 0.000,     0, 0, 0, 0
360, -147.350, 87.050, 0, 1.000, 0.000,     0, 0, 0, 0
361, -93.710, 108.330, 0, 1.000, 0.000,     0, 0, 0, 0
362, 134.920, -78.300, 0, 1.000, 0.000,     0, 0, 0, 0
363, -32.370, 50.630, 0, 1.000, 0.000,     0, 0, 0, 0
364, -75.740, 67.490, 0, 1.000, 0.000,     0, 0, 0, 0
365, -99.440, 1.930, 0, 1.000, 0.000,     0, 0, 0, 0
366, -108.630, -12.240, 0, 1.000, 0.000,     0, 0, 0, 0
367, 0.150, 25.380, 0, 1.000, 0.000,     0, 0, 0, 0
368, -106.700, 160.490, 0, 1.000, 0.000,     0, 0, 0, 0
369, 194.170, -184.410, 0, 1.000, 0.000,     0, 0, 0, 0
370, -118.070, 24.640, 0, 1.000, 0.000,     0, 0, 0, 0
371, -75.320, -29.200, 0, 1.000, 0.000,     0, 0, 0, 0
372, -83.690, 116.620, 0, 1.000, 0.000,     0, 0, 0, 0
373, -56.180, 92.370, 0, 1.000, 0.000,     0, 0, 0, 0
374, 150.380, -105.590, 0, 1.000, 0.000,     0, 0, 0, 0
375, -64.700, 91.660, 0, 1.000, 0.000,     0, 0, 0, 0
